TXT003,TXT012,TXT013,TXT014,TXT015,TXT016,TXT017,TXT018,TXT019,TXT020,TXT021,TXT022,TXT023,a1,a2,a3
30058,Principios y fundamentos de los acuerdos comerciales,Reconoce los fundamentos y principios del derecho comercial aplicable a los acuerdos comerciales y el concepto y alcance de dichos acuerdos.,4,Tipos de acuerdos comerciales,Reconoce los principales temas que se negocian referente al acceso al mercado y sus aplicaciones.,3,El estado peruano y las instituciones que participan en los acuerdos comerciales,Conoce los temas incorporados en los acuerdos de nueva generación y sobrevaloración de las mercancías.,3,Implementación y evaluación de los acuerdos comerciales,Conoce las herramientas de análisis del comercio internacional y analiza los acuerdos comerciales firmados por el Perú.,4.0,,,
30059,Desarrollo de Aplicaciones Java con Bases de Datos,Realiza operaciones de mantenimiento de base de datos usando JDBC.,4,Diseño y Construcción de Aplicaciones Web con Java,Realiza proyectos web de forma correcta para resolver casos reales.,3,Desarrollo de Aplicaciones Java con Motores de Persistencia,Realiza operaciones de mantenimiento de base de datos usando motores de persistencia.,4,Diseño y Desarrollo de Aplicaciones Web con Marcos de Trabajo Especializados,Realiza proyectos web usando marcos de trabajo especializados,3.0,,,
30060,Fundamentos del Desarrollo de Aplicaciones Empresariales,Realiza aplicaciones con componentes empresariales Java EE.,4,Desarrollo de aplicaciones web con Spring MVC,Realiza aplicaciones web usando Spring MVC.,3,Implementación de componentes de persistencia con Spring JDBC,Realiza aplicaciones web con Spring MVC integradas con bases de datos mediante capas de persistencia utilizando Spring JDBC.,3,Integración de aplicaciones usando Servicios Spring REST,Ejecuta la integración de aplicaciones usando tecnologías de integración.,4.0,,,
30061,Fundamentos de aplicaciones Windows,Construye una interfaz MDI aplicando los conceptos que pertenecen al desarrollo de soluciones de escritorio (aplicaciones Windows) y teniendo en cuenta las buenas prácticas de programación.,3,Implementación de aplicaciones Windows con acceso a bases de datos empleando ADO .NET,"Desarrolla aplicaciones bajo el patrón de desarrollo N"" capas aplicando los conceptos de acceso a bases de datos y lógica de presentación.""",4,Fundamentos de aplicaciones web con ASP.NET Framework,"Construye sitios web aplicando con criterio los conceptos asociados a la creación de sitios web con ASP .NET e identificando las diferencias con las aplicaciones Windows.Emplea los conceptos básicos de diseño de páginas WEB como CSS, JScript y JQuery.",3,Implementación de aplicaciones ASP .NET Framework con acceso a bases de datos empleando Entity Framework y LINQ,"Desarrolla y despliega aplicaciones web que acceden a bases de datos utilizando los modelos de datos Entity Framework, configurando su seguridad y validando su correcta publicación.",4.0,,,
30062,Fundamentos de aplicaciones orientadas al servicio. Servicios XML WEB Services e introducción a los servicios WCF,"Reconoce y aplica los diferentes conceptos vinculados al desarrollo de aplicaciones orientadas a servicios, desarrollando para ello servicios de tipo XML WEB Services y consumiendo los mismos desde aplicaciones cliente en WEB y Windows. Conoce los conceptos básicos del WCF. Introducción al manejo de repositorios de código y control de versiones.",3,Librerías de servicios con WCF y acceso a base de datos con ADO .Net y Entity Framework,"Implementa librerías de servicios bajo el estándar WCF, con acceso a base de datos y a estándares Entity Framework.Implementa servicios WCF transaccionales, con criterios de seguridad, así como la publicación de los mismos en el IIS.",4,Fundamentos de aplicaciones bajo el patrón de desarrollo Modelo Vista Controlador,Reconoce y aplica con criterio los conceptos asociados a la creación de aplicaciones basadas en el estándar de desarrollo Modelo Vista Controlador (MVC) con ASP Net Core.,4,Otras tecnologías y herramientas para aplicaciones distribuidas,Aplica otras tecnologías y herramientas para el desarrollo de aplicaciones distribuidas.,3.0,,,
30063,Resiliencia y Control de Impulsos,Utiliza estrategias de control para afrontar la adversidad y fortalecer la excelencia personal y profesional.,3,Conceptualización de los impulsos y técnicas de control,Utiliza estrategias que permiten la conceptualización de los impulsos.,4,Gestión del Estrés,Diseña estrategias que le permiten controlar el estrés en su ámbito personal y laboral.,3,Gestión del Tiempo,Diseña estrategias que le permiten buscar y analizar información para comprender la importancia del tiempo.,4.0,,,
30064,Fundamentos de la informática en la nube y servicios informáticos,"Reconoce la terminología y conceptos relacionados con la computación en la nube e identifica los principales componentes de AWS, su clasificación y uso. Se familiariza con AWS Management Console y los servicios informáticos.",3,Servicios AWS,"Crea instancias en AWS, utilizando los servicios de almacenamiento (storage), definiendo la seguridad para informática en la nube, y utilizando los servicios de base de datos.",4,Desarrollo de soluciones en AWS,"Diseña y crea una aplicación escalable basada en AWS, usando sus bibliotecas de código y herramientas.",4,Desarrollo de proyecto de aplicación web,"Realiza la arquitectura, implementación y desarrollo de un proyecto de aplicación web.",3.0,,,
30066,"Movimiento y animaciones, colisiones avanzadas",Conoce y comprende las diferencias de los entornos de desarrollo para proyectos en 2D. Importa recursos 2D y es capaz de crear proyectos utilizando herramientas de software específico. Explora la interfaz de Unity y configura sus propios proyectos.,3,"Diseño de HUD's, niveles, NPC's y diálogos",Comprende el manejo de los distintos recursos disponibles que se pueden encontrar en los motores de desarrollo de videojuego 2D. Implementa y define qué recursos necesita para las distintas fases de desarrollo de su videojuego en 2D.,4,"Lógica de programación para mecánicas, optimización y monetización","Diseña escenarios en 2D según los requerimientos de su proyecto. Utiliza las librerías físicas de Unity para agregar física a los elementos en el escenario. Utiliza colisiones y cuerpos rígidos, junto con las mecánicas ya implementadas anteriormente.",4,"Configuración del proyecto, depuración y publicación",Conoce el lenguaje de programación necesario en Unity e integra mecánicas básicas para su personaje y NPC's en el escenario. Diseña distintas mecánicas y razona sobre la lógica que hay detrás de cada una de ellas; dando lugar a una experiencia relacionada y coherente con la jugabilidad de su proyecto.,3.0,,,
30067,"Introducción al desarrollo, modelado y animación 3D",Conoce y comprende las diferencias de los entornos de desarrollo 3D. Crea modelos 3D y es capaz de agregar animaciones utilizando herramientas de animación y software específico.,4,"Frameworks, creación y diseño de escenarios 3D","Diferencia entre distintos motores utilizados para el desarrollo de videojuegos en 3D y es capaz de implementar, programar y diseñar mecánicas necesarias para su proyecto de videojuego utilizando distintos frameworks y algoritmos necesarios.",3,Efectos sonoros y visuales en tiempo real,"Integra efectos de sonido en el escenario, crea su propia música y es capaz de agregar sistemas de partículas en sus proyectos de videojuegos 3D, así como distintos efectos visuales; dando lugar a una experiencia auditiva inmersiva, relacionada y coherente con la jugabilidad.",4,Jugabilidad y optimización de videojuegos 3D,Optimiza el funcionamiento y mejora el rendimiento del videojuego 3D mediante el uso de algoritmos avanzados. Implementa estrategias efectivas para la culminación de su proyecto en base a sus necesidades y requisitos.,3.0,,,
30069,Resoluciones múltiples (Unity),Implementa interfaces de usuario compatible con distintas resoluciones y ratios. Conoce la “zona segura” y limita zonas de interacción.,3,Dispositivos de entrada (Unity),Implementa interacciones con distintos tipos de dispositivos de entrada en la misma plataforma y en distintas plataformas.,4,Desarrollo de Framework (OpenFL),"Desarrolla un Framework para el desarrollo de aplicaciones interactivas y videojuegos, capaz de correr en distintas plataformas.",5,Desarrollo interactivo web (P5JS),Aplica métodos ligeros de desarrollo enfocado a software multimedia en web.,2.0,,,
